animal,type [1],mouse [2],lineage [3],DOB [4],date [5],age [6],weight [7],description [8],recordingBatch [9],rec. computer[10],recording folder [11],recordings [12],comment [13],,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,5 p.m : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,201016,117,,locomotion recording with motorization,,,,,"Opaque cranial window, surgery to install new coverslip  by Michael, good recovery",,,,,,,,,,,,
,,,,,201022,123,,imaging session on locorungs,,2photonPC,2020.10.22_000,locomotionTriggerSIAndMotor60sec_000,tif files not recorded,,,,,,,,,,,,
200907_f27,B6-PV Cre,female #27,B6-PV Cre,200907,201014,36,17.3,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP6f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=200µm from brain surface (bregma brain surface distance = 1.59mm",,,,,,,,,,,,
,,,,,201102,57,18,Chronic window & headplate surgery,,,,,surgery went well,,,,,,,,,,,,
,,,,,201104,59,,imaging session on mesh,,2photonPC,2020.11.04_000,"locomotionTriggerSIAndMotor60sec_000, file_00001.tif","visible purkinje cells dendrites and soma, purkinje cells in both channels and no MLI",,,,,,,,,,,,
,,,,,201112,67,,imaging session on mesh,,2photonPC,2020.11.12_001,"locomotionTriggerSIAndMotor60secGigEtest_000, test_00001.tif","clear cranial window, visible purkinje cells dendrites and soma, interneurons in the red channel ?",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60secGigEtest_001, test_00002.tif",,,,,,,,,,,,,
200907_f31,B6-PV Cre,female #31,B6-PV Cre,200907,201014,36,15.8,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP6f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=200µm from brain surface (bregma brain surface distance = 1.4mm",,,,,,,,,,,,
,,,,,201102,57,18,Chronic window & headplate surgery,,,,,Bleeding and possible damages on brain tissue :/,,,,,,,,,,,,
,,,,,201104,59,,imaging session on mesh,,,,,"visible purkinje cells dendrites and soma, purkinje cells in both channels and no MLI",,,,,,,,,,,,
200907_f32,B6-PV Cre,female #32,B6-PV Cre,200907,201014,36,16.2,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP6f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=200µm from brain surface (bregma brain surface distance = 1.45mm",,,,,,,,,,,,
,,,,,201103,57,18,Chronic window & headplate surgery,,,,,surgery went well but ,,,,,,,,,,,,
,,,,,201105,59,,Imaging session on mesh and perfusion ,,,,,"no visible cells, animal perfused",,,,,,,,,,,,
200907_f33,B6-PV Cre,female #33,B6-PV Cre,200907,201014,36,15.2,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP6f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=200µm from brain surface (bregma brain surface distance = 1.04mm) not sure if virus injected properly because pipette tip was shorter, brain damage possible",,,,,,,,,,,,
,,,,,201102,57,18,Chronic window & headplate surgery,,,,,surgery went well but damaged hind paws :'(,,,,,,,,,,,,
,,,,,201105,59,,Imaging session on mesh and perfusion ,,,,,"opaque cranial window, animal perfused",,,,,,,,,,,,
200907_f34,B6-PV Cre,female #34,B6-PV Cre,200907,201014,36,15.1,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP6f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=200µm from brain surface (bregma brain surface distance = 1.5mm",,,,,,,,,,,,
,,,,,201102,57,18,Chronic window & headplate surgery,,,,,surgery went well but damaged hind paws :'(,,,,,,,,,,,,
,,,,,201105,59,,Imaging session on mesh and perfusion ,,,,,"no visible cells, animal perfused",,,,,,,,,,,,
200907_m28,B6-PV Cre,male #28,B6-PV Cre,200907,201019,41,21.3,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=250µm from brain surface (bregma brain surface distance = 1.64mm) a lot of bleeding, possible hematome or brain damage",,,,,,,,,,,,
,,,,,201109,66,18,Chronic window & headplate surgery,,,,,surgery went well,,,,,,,,,,,,
,,,,,201112,69,,imaging session on mesh,,,,,"clear cranial window, visible purkinje cells dendrites, no soma visible :/",,,,,,,,,,,,
200907_m29,B6-PV Cre,male #29,B6-PV Cre,200907,201019,41,19.7,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=250µm from brain surface (bregma brain surface distance = 0.835mm",,,,,,,,,,,,
,,,,,201109,66,18,Chronic window & headplate surgery,,,,,surgery went well,,,,,,,,,,,,
,,,,,201112,69,,imaging session on mesh,,,,,"red spots on lower left side of cranial window, impossible to focus on visible purkinje cells dendrites, saw some MLI soma in both channel ? ",,,,,,,,,,,,
200907_m30,B6-PV Cre,male #30,B6-PV Cre,200907,201019,41,22.7,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10, 5µl) x AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10, 4µl), 1.5µl: AP=-5.8 ML=+2 Z=250µm from brain surface (bregma brain surface distance = 1.22mm",,,,,,,,,,,,
,,,,,201109,66,18,Chronic window & headplate surgery,,,,,surgery went well,,,,,,,,,,,,
,,,,,201112,69,,imaging session on mesh,,,,,"red spots on lower left side of cranial window, large fluorescent area but impossible to focus on visible purkinje cells dendrites",,,,,,,,,,,,
200830_m20,B6-PV Cre,male #20,B6-PV Cre,200830,201020,52,21,Cranial window surgery test,,,,,"surgery succesful but bad recovery, animal sacrified",,,,,,,,,,,,
200830_m21,B6-PV Cre,male #21,B6-PV Cre,200830,201020,52,21.6,Cranial window surgery test,,,,,"too much bleeding, animal died after surgery",,,,,,,,,,,,
200824_m17,B6-PV Cre,male #17,B6-PV Cre,200824,201021,61,21,Cranial window surgery test,,,,,big hemorrage animal died during surgery,,,,,,,,,,,,
200830_m22,B6-PV Cre,male #22,B6-PV Cre,200830,201021,52,22.1,Direct Muscimol infusion with fiberglass neddle,,,,,"animal sacrified 40 min after infusion, 24h postfixation in PFA 4%, beads and muscimul visible, low diffusion of muscimol",,,,,,,,,,,,
200830_m23,B6-PV Cre,male #23,B6-PV Cre,200830,201021,52,22.8,Direct Muscimol infusion with fiberglass neddle,,,,,"animal sacrified 30 min after infusion, perfusion was bad, 24h postfixation in PFA 4%, no muscimol, no beads visible",,,,,,,,,,,,
201026_t00,high-speed camera test on 2p setup,test,test,201026,201026,0,,test of the high-speed camera frame transmission,,2photonPC,2020.10.26_000,locomotionTriggerSIAndMotor60sec_000,"aborted sequence, first recording is good",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, 2","single recordings, LED is flashing for 12.5 ms every 25 ms, 4800 times during the 60 sec recording",,,,,,,,,,,,
201026_t01,high-speed camera test on behavior setup,test,test,201026,201026,0,,test of the high-speed camera frame transmission,,behaviorPC,2020.10.26_000,"locomotion_recording_setup2_000, 1","single recordings, LED is flashing for 12.5 ms every 25 ms, 4800 times during the 60 sec recording",,,,,,,,,,,,
200824_m18,B6-PV Cre,male #18,B6-PV Cre,200824,201103,61,21,Cranial window surgery test,,,,,mild bleeding but surgery went well,,,,,,,,,,,,
201110_t00,LED array test on 2p setup,test,test,201110,201110,0,,using 4 LED array to test frame transmission,,2photonPC,2020.11.10_000,locomotionTriggerSIAndMotor60secGigEtest_000,60 sec test with imaging,,,,,,,,,,,,
201112_t00,LED array test on 2p setup,test,test,201112,201112,0,,"using 4 LED array to test frame transmission, new arrangement",,2photonPC,2020.11.12_000,"locomotionTriggerSIAndMotor60secGigEtest_000,1",60 sec test with imaging,,,,,,,,,,,,
201014_f82,B6-PV Cre,female #82,B6-PV Cre,201014,201116,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201201,48,,Chronic window & headplate surgery,,,,,"3 layer coverslip went under the skull damage on injection site,",,,,,,,,,,,,
201014_f84,B6-PV Cre,female #84,B6-PV Cre,201014,201116,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201201,48,,Chronic window & headplate surgery,,,,,surgery went well ,,,,,,,,,,,,
201014_f85,B6-PV Cre,female #85,B6-PV Cre,201014,201116,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201201,48,,Chronic window & headplate surgery,,,,,huge bleeding on anterior part but animal survived,,,,,,,,,,,,
201014_f86,B6-PV Cre,female #86,B6-PV Cre,201014,201116,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201201,48,,Chronic window & headplate surgery,,,,,surgery went well ,,,,,,,,,,,,
,,,,,201207,54,,Habituation 1 ,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"14:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,201208,55,,Habituation 3,,,,,9:00 am : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,3:00 pm : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,201209,56,,locomotion recording with motorization,,,2020.12.09_000,"locomotionTriggerSIAndMotor60sec_000, file_00001-5.tif",,,,,,,,,,,,,
,,,,,201210,57,,locomotion recording with motorization,,,2020.12.10_000,"locomotionTriggerSIAndMotor60sec_000, mouse86_00001-5.tif",,,,,,,,,,,,,
,,,,,201211,58,,locomotion recording with motorization,,,2020.12.11_000,"locomotionTriggerSIAndMotor60sec_000, mouse86_00000.tif","PMT and shutter was off, recording restarted",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, mouse86_00001-5.tif",,,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_002, mouse86_00006.tif",recording at 820 nm ,,,,,,,,,,,,
,,,,,201212,,,locomotion recording with motorization,,,,,"cells not visible anymore, recordings ended :'(",,,,,,,,,,,,
201014_f87,B6-PV Cre,female #87,B6-PV Cre,201014,201116,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201202,49,,Chronic window & headplate surgery,,,,,surgery went well ,,,,,,,,,,,,
201014_m88,B6-PV Cre,male #88,B6-PV Cre,201014,201116,33,,virus injection in simplex ,,,,,"pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface, bleeding on injection site",,,,,,,,,,,,
,,,,,201202,49,,Chronic window & headplate surgery,,,,,surgery went well ,,,,,,,,,,,,
201014_m89,B6-PV Cre,male #89,B6-PV Cre,201014,201116,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201202,49,,Chronic window & headplate surgery,,,,,surgery went well ,,,,,,,,,,,,
201014_m91,B6-PV Cre,male #91,B6-PV Cre,201014,201117,34,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/100) 1.5µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201208,53,,perfusion,,,,,,,,,,,,,,,,,
201014_m92,B6-PV Cre,male #92,B6-PV Cre,201014,201117,34,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/100) 1.5µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201208,53,,perfusion,,,,,,,,,,,,,,,,,
201014_m93,B6-PV Cre,male #93,B6-PV Cre,201014,201117,34,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/100) 1.5µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201208,53,,perfusion,,,,,,,,,,,,,,,,,
201014_f83,B6-PV Cre,female #83,B6-PV Cre,201014,201117,34,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/1000) 1.5µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201208,53,,perfusion,,,,,,,,,,,,,,,,,
201014_f94,B6-PV Cre,female #94,B6-PV Cre,201014,201117,34,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/1000) 1.5µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201208,53,,perfusion,,,,,,,,,,,,,,,,,
201014_f95,B6-PV Cre,female #95,B6-PV Cre,201014,201117,34,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/1000) 1.5µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,201208,53,,perfusion,,,,,,,,,,,,,,,,,
201017_f2,B6-PV Cre,female #2,B6-PV Cre,201014,201120,34,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left",,,,,,,,,,,,
,,,,,231120,37,,muscimol infusion and perfusion,,,,,animal was fixed 30 min after infusion of 0.4ul of muscimol  using the syringe pump setup,,,,,,,,,,,,
201017_f3,B6-PV Cre,female #3,B6-PV Cre,201014,201120,34,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left",,,,,,,,,,,,
,,,,,231120,37,,muscimol infusion and perfusion,,,,,animal was fixed 30 min after infusion of 0.4ul of muscimol  using the syringe pump setup,,,,,,,,,,,,
201017_m98,B6-PV Cre,male #98,B6-PV Cre,201014,201125,40,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, bleeding after cannula entered the brain,  good recovery",,,,,,,,,,,,
,,,,,201127,42,,Habituation 1 ,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,42,,Habituation 2,,,,,"14:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,201130,45,,Habituation 3,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,45,,Habituation 4,,,,,"2:30 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,201201,46,,Habituation 5,,,,,9:00 am : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,,,,Habituation 6,,,,,3:00 pm : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,201202,47,,locomotion recording with saline infusion,,behaviorPC,2020.12.02_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,201203,48,,locomotion recording with saline infusion,,behaviorPC,2020.12.03_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,201204,49,,locomotion recording with saline infusion,,behaviorPC,2020.12.04_000,locomotion_recording_setup2_000,0.4ul saline at 9:30 am ,,,,,,,,,,,,
,,,,,201207,52,,locomotion recording with saline infusion,,behaviorPC,2020.12.07_000,locomotion_recording_setup2_000,0.4ul saline at 8:00 am ,,,,,,,,,,,,
,,,,,201208,53,,locomotion recording with saline infusion,,behaviorPC,2020.12.08_000,locomotion_recording_setup2_000,0.4ul saline at 9:00 am ,,,,,,,,,,,,
,,,,,201209,54,,locomotion recording with saline infusion,,behaviorPC,2020.12.09_000,locomotion_recording_setup2_000,0.4ul saline at 8:00 am ,,,,,,,,,,,,
,,,,,201210,55,,locomotion recording with saline infusion,,behaviorPC,2020.12.10_000,locomotion_recording_setup2_000,0.4ul saline at 9:00 am ,,,,,,,,,,,,
,,,,,201211,56,,locomotion recording with saline infusion,,behaviorPC,2020.12.11_000,locomotion_recording_setup2_000,0.4ul saline at 9:00 am ,,,,,,,,,,,,
,,,,,201214,59,,locomotion recording with saline infusion,,behaviorPC,2020.12.14_000,locomotion_recording_setup2_000,"0.4ul saline at 10:30 am, camera didn't start on 3rd acquisition :/",,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_002,3rd acquisition restarted,,,,,,,,,,,,
,,,,,201215,60,,locomotion recording with saline infusion,,behaviorPC,2020.12.15_000,locomotion_recording_setup2_000,"0.4ul saline at 10:00 am, perfusion at 12am",,,,,,,,,,,,
201017_m99,B6-PV Cre,male #99,B6-PV Cre,201014,201125,40,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,201127,42,,Habituation 1 ,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,42,,Habituation 2,,,,,"14:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,201130,45,,Habituation 3,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,45,,Habituation 4,,,,,"2:30 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,201201,46,,Habituation 5,,,,,9:00 am : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,,,,Habituation 6,,,,,3:00 pm : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,201202,47,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.02_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,201203,48,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.03_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:00 am ,,,,,,,,,,,,
,,,,,201204,49,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.04_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:00am ; first recording is totally messed up!!!,,,,,,,,,,,,
,,,,,201207,52,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.07_001,locomotion_recording_setup2_000,0.4ul muscimol at 8:30 am  ; first recording is totally messed up!!!,,,,,,,,,,,,
,,,,,201208,53,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.08_001,locomotion_recording_setup2_000,0.4ul muscimol at 9:30 am ,,,,,,,,,,,,
,,,,,201209,54,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.09_002,locomotion_recording_setup2_000,0.4ul muscimol at 9:30 am put animal 1 first instead of 99; first recording totally messed up!!!,,,,,,,,,,,,
,,,,,201210,55,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.10_001,locomotion_recording_setup2_000,0.4ul muscimol at 9:30 am ,,,,,,,,,,,,
,,,,,201211,56,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.11_001,locomotion_recording_setup2_000,0.4ul muscimol at 9:30 am ,,,,,,,,,,,,
,,,,,201214,59,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.14_001,locomotion_recording_setup2_000,0.4ul muscimol at 11:30 am ,,,,,,,,,,,,
,,,,,201215,60,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.15_001,locomotion_recording_setup2_000,0.4ul muscimol at 11:00 am perfusion at 12am,,,,,,,,,,,,
201017_m1,B6-PV Cre,male #1,B6-PV Cre,201014,201125,40,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,201127,42,,Habituation 1 ,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,42,,Habituation 2,,,,,"14:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,201130,45,,Habituation 3,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,45,relative to skull surface,Habituation 4,,,,,"2:30 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,201201,46,,Habituation 5,,,,,9:00 am : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,,,,Habituation 6,,,,,3:00 pm : 30 min head-fixed motorized ,,,,,,,,,,,,
,,,,,201202,47,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.02_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:00 am ,,,,,,,,,,,,
,,,,,201203,48,,locomotion recording with muscimol infusion,,behaviorPC,2020.12.03_002,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
